Название Скважины,ГЗУ,Связь,Статус работы,Тип Скважины,"Qж (факт), т/сут","Qж (4 часа), т/сут","Рлин, атм","Тлин, °C","Работа, ч",Комментарии
2250,ГЗУ-5 ввг,1783943143.715,Stop,Pcp,12.237009597043365,12.239548538074333,,,-,
2252,ГЗУ-5 ввг,1776204667.04,Running,Pcp,null,null,,,-,
2256,ГЗУ-5 ввг,1783942520.898,,Pcp,23.65421621355038,22.175719867595298,,,-,
2261,ГЗУ-5 ввг,1783943377.032,,Pcp,8.592312328933106,8.53908776640311,,,-,
2263,ГЗУ-5 ввг,1783943174.584,Stop,Pcp,19.712194768023515,19.780591134242,,,-,
2266,ГЗУ-5 ввг,1783942439.817,Running,Srp,33.25699449013679,33.32083413017963,,,-,
2267,ГЗУ-5 ввг,1783942363.464,Stop,Pcp,22.83435478837445,22.872028896481336,,,-,
2268,ГЗУ-5 ввг,1783942732.973,Running,Pcp,40.50095703018207,35.02899774888517,,,-,
2269,ГЗУ-5 ввг,1783942430.731,Stop,Pcp,10.156998451070582,10.113610101711162,,,-,
2270,ГЗУ-5 ввг,1783943520.379,Running,Pcp,19.92802213966487,20.645593864615424,,,-,
2272,ГЗУ-5 ввг,1783942732.391,,Pcp,0,null,,,-,
2273,ГЗУ-5 ввг,1783941609.184,,Srp,5.898017883577399,6.028925833183801,,,-,
2275,ГЗУ-5 ввг,1782042224.515,,Pcp,null,null,,,-,
2276,ГЗУ-5 ввг,1778738221.81,Stop,Pcp,null,null,,,-,
2278,ГЗУ-5 ввг,1783943233.867,Stop,Pcp,7.1112647725184095,7.475269228110789,,,-,
2280,ГЗУ-5 ввг,1783940144.995,Stop,Srp,12.175139017004671,12.140076756117715,,,-,
2282,ГЗУ-5 ввг,1783942445.111,Stop,Pcp,31.49238546892421,31.413545855498406,,,-,
2287,ГЗУ-5 ввг,1783941357.895,Stop,Srp,8.565807308091637,8.510427447099904,,,-,
2288,ГЗУ-5 ввг,1783942619.955,,Pcp,4.374234972383626,4.3765451623039215,,,-,
2291,ГЗУ-5 ввг,1783942658.756,Stop,Srp,33.12338584259704,32.95496104699572,,,-,
2292,ГЗУ-5 ввг,1783942132.813,Stop,Srp,12.590948506924168,12.451587414209946,,,-,
2293,ГЗУ-5 ввг,1783942667.565,,Pcp,30.11969364750238,30.07349096882529,,,-,
2294,ГЗУ-5 ввг,1783943125.646,Stop,Pcp,73.40012361710083,73.21067969487096,,,-,
2295,ГЗУ-5 ввг,1783943102.15,Stop,Pcp,22.323978190955913,22.21200752175899,,,-,
2296,ГЗУ-5 ввг,1783943170.968,Stop,Pcp,45.29673668215254,45.400747207059965,,,-,
2297,ГЗУ-5 ввг,1783942193.5,Stop,Pcp,34.79082816753548,58.525813868706315,,,-,
2298,ГЗУ-5 ввг,1783942496.658,Stop,Srp,17.498532297866664,17.64008290333939,,,-,
2299,ГЗУ-5 ввг,1783943041.214,Stop,Pcp,70.3975145819227,72.06402288901403,,,-,
2300,ГЗУ-5 ввг,1783943308.575,Stop,Srp,16.551766214811543,16.53123617500432,,,-,
2301,ГЗУ-13 птв,1783937953.171,Stop,Pcp,5.098442466174291,5.178591536778837,,,-,
2302,ГЗУ-13 птв,1783942908.867,Running,Pcp,14.251512546748623,13.044253864434527,,,-,
2305,ГЗУ-13 птв,1783940518.279,Running,Pcp,31.26181105460918,26.219138031727372,,,-,
2317,ГЗУ-21 птв,1783943309.427,,Pcp,12.213788042578269,12.18914813342565,,,-,
2318,ГЗУ-21 птв,1783943480.829,Running,Pcp,101.29243304794525,101.72542704809396,,,-,
2320,ГЗУ-21 птв,1783506992.709,,Pcp,null,null,,,-,
2325,ГЗУ-27 п,1778400026.117,,Pcp,null,null,,,-,
2349,ГЗУ-13 птв,1783941850.997,,Pcp,9.475876798345116,9.459105215139845,,,-,
2400,ГЗУ-10 птв,1783943041.42,Running,Pcp,6.7689021087310595,5.130908731062889,,,-,
2402,ГЗУ-10 птв,1783936807.626,Running,Pcp,8.787680679271007,8.511840336433954,,,-,
2405,ГЗУ-10 птв,1783943276.487,Stop,Pcp,37.48002493881589,36.881850115751796,,,-,
2407,ГЗУ-10 птв,1783943056.49,Running,Pcp,34.91072384956484,34.80198000668204,,,-,
2409,ГЗУ-10 птв,1783942726.432,Running,Pcp,63.087434154660606,62.759999163628585,,,-,
2422,ГЗУ-21 птв,1783943017.33,,Pcp,73.19477336324475,73.35925649010682,,,-,
2446,ГЗУ-10 птв,1783942970.809,Running,Pcp,40.694102446074886,40.74571987180705,,,-,
2447,ГЗУ-10 птв,1783943346.93,,Pcp,70.1286340181486,73.81919593454896,,,-,
2449,ГЗУ-21 птв,1783943034.169,Running,Pcp,79.6040075800611,79.75319152792939,,,-,
2450,ГЗУ-21 птв,1783942861.625,Stop,Pcp,46.713389579051366,46.81334996888411,,,-,
2452,ГЗУ-21 птв,1783943388.546,Running,Pcp,54.01068185873467,54.637709348445746,,,-,
2482,ГЗУ-27а п,1783942014.424,Stop,Pcp,9.63561776202408,48.695522898070195,,,-,
2486,ГЗУ-32 п,1775904582.426,,Pcp,null,null,,,-,
2488,ГЗУ-32 п,1783941773.629,,Pcp,63.41056795679829,65.62455516796182,,,-,
2492,ГЗУ-21 птв,1783942364.91,Running,Pcp,89.63835110940903,89.7473836771916,,,-,
2495,ГЗУ-27а п,1783943121.562,,Pcp,66.60589400970564,66.09213735718919,,,-,
2497,ГЗУ-27 п,1783942729.565,,Pcp,7.758715483510164,7.316376992252334,,,-,
2498,ГЗУ-21 птв,1783942198.214,,Pcp,10.327116674739003,10.335933716368109,,,-,
2511,ГЗУ-27а п,1783130426.735,,Pcp,null,null,,,-,
2539,ГЗУ-27а п,1783942434.084,,Pcp,38.40143009620116,38.612059158081784,,,-,
2541,ГЗУ-27 п,1783942470.715,,Pcp,48.436664995793855,44.4923314772717,,,-,
2542,ГЗУ-27а п,1783942227.648,,Pcp,0.03347124041919912,0.07432250609082486,,,-,
2545,ГЗУ-27 п,1783941853.691,,Pcp,30.11899675056652,28.458444852047034,,,-,
2547,ГЗУ-27 п,1783942558.933,,Pcp,11.762599306428372,11.36773313005507,,,-,
2551,ГЗУ-27 п,1783942937.504,,Pcp,14.745801271248995,79.64165354167993,,,-,
2554,ГЗУ-32 п,1783943402.031,,Pcp,17.152316257073025,16.80885992495618,,,-,
2558,ГЗУ-33 п,1783943426.713,Running,Srp,17.803119869798543,17.809793739918,,,-,
2560,ГЗУ-33 п,1783942760.835,Stop,Srp,23.902048114650317,22.95149821067815,,,-,
2562,ГЗУ-33 п,1783940737.97,Running,Srp,13.759916694961674,13.733890005186687,,,-,
2597,ГЗУ-33 п,1783943082.164,Running,Pcp,11.7555301878572,11.789084443492127,,,-,
2605,ГЗУ-33 п,1783942686.933,Running,Srp,24.92064490591293,24.920057815477108,,,-,
2613,ГЗУ-33 п,1783941282.934,Running,Srp,3.6857913877246813,3.6737774953006204,,,-,
2616,ГЗУ-33 п,1782035150.246,Running,Pcp,null,null,,,-,
2617,ГЗУ-33 п,1783943050.274,Running,Srp,38.78433377372296,32.14372418286849,,,-,
2621,ГЗУ-33 п,1783941132.335,Stop,Srp,23.152195357025928,24.53613282840696,,,-,
2630,ГЗУ-33 п,1783943047.78,Stop,Pcp,26.1606185708488,26.21346578299864,,,-,
2633,ГЗУ-33 п,1783941439.186,Running,Pcp,36.637210183830675,36.13883644719489,,,-,
2636,ГЗУ-33 п,1783918304.837,Running,Pcp,0,null,,,-,
2638,ГЗУ-33 п,1783942732.798,Running,Pcp,32.606115135907324,32.213449724013664,,,-,
2639,ГЗУ-33 п,1783942450.035,,Pcp,47.90202889411568,47.845506199182886,,,-,
2641,ГЗУ-33 п,1783942384.347,Running,Srp,9.619122323723008,9.868163715030215,,,-,
2643,ГЗУ-33 п,1783940356.783,Running,Pcp,51.7189056487228,51.71081790679071,,,-,
2647,ГЗУ-11 птв,1783942365.608,Running,Pcp,53.658174592143226,53.55797002389236,,,-,
2649,ГЗУ-11 птв,1783942780.617,Running,Pcp,41.843904057207816,41.830305286321206,,,-,
2650,ГЗУ-33 п,1783942433.764,Running,Pcp,16.071554008438422,16.57054922369102,,,-,
2651,ГЗУ-11 птв,1780289044.135,Running,Pcp,null,null,,,-,
2652,ГЗУ-33 п,1783942968.769,Running,Pcp,3.8457983663788324,3.6645123033189666,3.17,32.8,-,
2674,ГЗУ-30а п,1783937125.152,,Pcp,6.340652048492903,6.390001735713298,,,-,
2675,ГЗУ-30а п,1783940172.346,,Srp,11.90858610702574,12.001541049851436,,,-,
2676,ГЗУ-30а п,1783648824.323,,Srp,null,null,,,-,
2677,ГЗУ-30а п,1783936057.62,Running,Srp,null,null,,,-,
2678,ГЗУ-31 б п,1783937127.313,,Srp,7.764112753245454,7.778279241620639,,,-,
2679,ГЗУ-31 б п,1783130426.538,Stop,Srp,null,null,,,-,
2680,ГЗУ-31 б п,1783942287.05,Running,Srp,10.266959909361718,13.05916915297255,,,-,
2681,ГЗУ-31 б п,1783941150.519,Running,Srp,6.309247669483557,7.817059260282316,,,-,
2682,ГЗУ-31 б п,1783941320.987,,Srp,32.6982788139762,32.67794633537956,,,-,
2685,ГЗУ-31 б п,1783942679.968,Stop,Srp,52.33000913264495,53.39463729980134,,,-,
2691,ГЗУ-30 п,1783941787.499,,Srp,3.922470902454672,3.923751902907993,,,-,
2692,ГЗУ-30б п,1783940853.531,,Srp,8.458928787730937,8.455914367023404,,,-,
2693,ГЗУ-30б п,1783943355.862,,Srp,11.000900154951532,11.018011464584703,,,-,
2695,ГЗУ-30б п,1783936807.323,Running,Srp,37.41802416594669,36.043383551655786,,,-,
2697,ГЗУ-31 б п,1783942983.85,Stop,Srp,32.35379561998506,32.262425995495704,,,-,
2699,ГЗУ-31 б п,1783943339.837,,Srp,19.009806401527424,19.023226112114212,,,-,
2700,ГЗУ-32а п,1783941861.274,,Pcp,13.467932918764895,13.99386765419978,,,-,
2702,ГЗУ-32а п,1783942800.691,Stop,Pcp,15.5350360432329,14.995021238459596,1.51,32.3,-,
2705,ГЗУ-30а п,1783942565.273,Stop,Pcp,11.527161930019355,8.054492236409901,15.68,0,-,
2706,ГЗУ-30а п,1783940694.027,Running,Srp,16.089394204383737,16.3656342027026,2.07,36.9,-,
2710,ГЗУ-32 п,1783943117.752,,Pcp,6.739963515078089,6.905845783366413,,,-,
2714,ГЗУ-32а п,1783941778.628,,Srp,6.514553890256869,6.662350652409481,,,-,
2715,ГЗУ-30а п,1783938809.126,,Srp,2.978510512207468,2.926600491894069,,,-,
2722,ГЗУ-32 п,1783943186.588,Running,Srp,2.9361103722039346,2.1268184398824532,,,-,
2727,ГЗУ-32а п,1783942844.175,Stop,Pcp,1.8725995430486362,1.839109912303012,,,-,
2729,ГЗУ-32а п,1783919216.273,,Pcp,0,null,,,-,
2730,ГЗУ-32 п,1783940665.675,Running,Srp,17.53181958503255,17.698472928463293,,,-,
2731,ГЗУ-31а п,1783943490.929,,Pcp,23.92784594956005,23.892436579547997,,,-,
2732,ГЗУ-32а п,1783941881.073,,Srp,21.234300146701337,21.264781193352196,,,-,
2733,ГЗУ-31а п,1783936806.723,,Pcp,1.729335822583943,1.7713100541146092,,,-,
2735,ГЗУ-31а п,1783936807.227,Stop,Pcp,69.02170245094683,68.86853770172603,,,-,
2739,ГЗУ-31а п,1783943432.844,,Pcp,6.042963511796462,5.7856865617875135,,,-,
2746,ГЗУ-32 п,1783943074.308,,Srp,18.839351962638247,18.80628941303627,,,-,
2748,ГЗУ-32 п,1783940219.574,Running,Srp,46.44933314467065,46.961467365452286,,,-,
2750,ГЗУ-32 п,1783943248.057,Stop,Srp,15.65969746683424,12.23813411874537,,,-,
2752,ГЗУ-32 п,1783942714.221,Stop,Srp,19.90714376696855,19.465228886965598,,,-,
2753,ГЗУ-32 п,1783943321.019,Stop,Srp,7.898532503030731,7.85033044496274,,,-,
2754,ГЗУ-32 п,1783943319.654,Running,Srp,18.20542436432895,18.199016140254404,,,-,
2756,ГЗУ-32 п,1783943327.439,Stop,Srp,0,0,,,-,
2757,ГЗУ-32 п,1775904613.64,,Srp,null,null,,,-,
2760,ГЗУ-32а п,1783942513.808,,Pcp,32.73441802673328,56.257849106906235,,,-,
2761,ГЗУ-32а п,1783942786.059,,Pcp,0,null,,,-,
2762,ГЗУ-32а п,1783938781.257,Running,Srp,27.82970899986363,28.06207610049132,,,-,
2765,ГЗУ-32а п,1783942516.463,,Srp,17.409969301241013,14.440269561579406,,,-,
2766,ГЗУ-32а п,1778724029.642,Running,Pcp,null,null,,,-,
2767,ГЗУ-32а п,1783943469.331,Stop,Pcp,62.745001577663636,62.25784983556868,,,-,
2768,ГЗУ-32а п,1783942818.496,Running,Srp,19.916847127816226,19.92967696547899,,,-,
2791,ГЗУ-32 п,1783943485.66,Running,Srp,12.206310239702026,12.073438682161708,,,-,
2792,ГЗУ-32 п,1783942849.856,Stop,Srp,13.54131149698711,13.616585863027318,,,-,
2795,ГЗУ-32а п,1783943197.185,Running,Srp,14.390827900667123,14.466983822483966,,,-,
2800,ГЗУ-31 б п,1783942475.081,Stop,Srp,19.16352593963847,19.1462697957637,,,-,
2801,ГЗУ-31 б п,1778246369.789,Stop,Srp,null,null,,,-,
2804,ГЗУ-31 б п,1783943045.794,,Srp,68.6767787753417,68.36520305890558,,,-,
2806,ГЗУ-30а п,1783919178.356,,Srp,30.63834117865764,null,,,-,
2807,ГЗУ-30б п,1783943360.555,,Pcp,3.2213923097443597,3.0498749553365934,,,-,
2810,ГЗУ-31 п,1783942486.706,Stop,Srp,15.567000473604297,15.601169278872218,,,-,
2814,ГЗУ-31 п,1783943246.754,Running,Srp,25.324103355838357,25.596113105322786,0,41.9,100,
2815,ГЗУ-31 п,1783943319.906,Running,Pcp,41.45038342896168,40.99257803836133,,,-,
2816,ГЗУ-30б п,1783942843.191,Stop,Srp,37.500682087901595,34.41904248354417,,,-,
2818,ГЗУ-30б п,1783240037.221,Running,Srp,null,null,,,-,
2819,ГЗУ-30б п,1783941280.437,Stop,Srp,26.18950128216402,26.190237198018032,,,-,
2820,ГЗУ-30б п,1783936806.628,,Srp,40.923050350771824,41.0556240179309,,,-,
2822,ГЗУ-31 п,1783943178.667,Stop,Srp,3.3823610455447986,3.349526202562377,,,-,
2823,ГЗУ-31 п,1783941769.505,Stop,Srp,27.16524541103008,31.720666324305395,,,-,
2826,ГЗУ-31 п,1783943468.707,Stop,Srp,7.581751827205874,7.515161078732409,,,-,
2828,ГЗУ-31 п,1783130426.139,Stop,Srp,null,null,,,-,
2829,ГЗУ-30а п,1783942600.821,Stop,Srp,12.03922052876254,12.08140689297884,,,-,
2830,ГЗУ-30б п,1783936806.926,,Srp,0,0,,,-,
2831,ГЗУ-30б п,1783908036.925,,Srp,null,null,,,-,
2832,ГЗУ-30б п,1783943362.463,Stop,Srp,25.7409093483974,24.187598586558526,,,-,
2833,ГЗУ-30б п,1783940830.19,Running,Srp,5.215995167175194,6.244536158732538,,,-,
2834,ГЗУ-30б п,1783938750.861,,Srp,11.02320204039459,10.991794037594852,,,-,
2836,ГЗУ-31 п,1783942754.262,Stop,Srp,3.13987763735536,3.0848451515478015,,,-,
2839,ГЗУ-31 п,1783942854.347,Stop,Srp,11.855804348280556,17.275103944735182,,,-,
2840,ГЗУ-31 п,1783943060.465,Stop,Srp,28.98505447140228,29.072635201378848,,,-,
2841,ГЗУ-30б п,1783936806.828,,Srp,19.787607680487227,19.59002027545556,,,-,
2842,ГЗУ-30б п,1783941489.429,,Srp,31.886183703530275,31.855493398009106,,,-,
2844,ГЗУ-30б п,1783943486.53,,Srp,35.62806936002704,null,,,-,
2846,ГЗУ-30б п,1783942079.051,Running,Srp,13.531006586033342,13.430303238930826,,,-,
2853,ГЗУ-30б п,1783943459.038,Running,Srp,10.997573541700126,10.397926966055081,,,-,
2855,ГЗУ-30б п,1783936806.721,,Srp,null,19.005760843158725,,,-,
2859,ГЗУ-31 п,1783942592,Stop,Srp,1.1385591047553656,1.1367162406116031,,,-,
2862,ГЗУ-31 п,1783942035.733,Stop,Srp,8.645817833300654,8.778483649227065,,,-,
2864,ГЗУ-31 п,1783943054.802,Stop,Srp,56.844461534425555,56.850459693066924,,,-,
2875,ГЗУ-31 б п,1783942939.902,Running,Pcp,42.12081256758989,42.0507306877827,,,-,
2876,ГЗУ-31 б п,1778899574.399,Stop,Pcp,null,null,,,-,
2878,ГЗУ-30б п,1783940583.704,,Pcp,1.3721020333889704,1.4361191676599327,,,-,
2881,ГЗУ-30б п,1783940009.612,Running,Srp,21.33675462586267,21.129207897982987,,,-,
2882,ГЗУ-31 б п,1783941264.454,Stop,Srp,21.59646593138371,21.718917944151002,,,-,
2884,ГЗУ-31 б п,1783925631.705,,Srp,21.43526541331413,null,,,-,
2890,ГЗУ-31 б п,1783921203.982,,Srp,45.35590293616302,null,,,-,
2891,ГЗУ-31 б п,1783942774.657,Running,Pcp,0,0,,,-,
2892,ГЗУ-31 б п,1783942126.499,,Srp,36.90270266799836,36.71116906231804,,,-,
2894,ГЗУ-31 б п,1783942974.047,,Srp,32.97820847762425,33.13472220038675,,,-,
2895,ГЗУ-31 б п,1783942551.917,Running,Pcp,35.624204272926036,37.098265941935125,2.19,27.4,-,
2898,ГЗУ-31 б п,1782698435.635,Running,Srp,null,null,,,-,
2900,ГЗУ-31 б п,1783941884.393,Stop,Srp,24.044262474802135,24.218936087993082,,,-,
2901,ГЗУ-31 б п,1783939973.938,,Srp,null,null,,,-,
2902,ГЗУ-31 б п,1783943433.936,Stop,Srp,36.1160735438081,35.979771634956954,,,-,
2903,ГЗУ-31 б п,1783942393.273,Stop,Srp,0,0,,,-,
2904,ГЗУ-31 б п,1783943222.049,Running,Srp,10.534824191657771,10.492616999389531,,,-,
2905,ГЗУ-31 б п,1783940702.799,Stop,Srp,30.00797124982685,29.92910605397871,,,-,
2909,ГЗУ-31 б п,1777976237.427,Stop,Srp,null,null,,,-,
2910,ГЗУ-31 б п,1783942671.315,Running,Srp,52.49786412293303,52.60992064196394,,,-,
2912,ГЗУ-31 б п,1783943230.223,Running,Pcp,0,null,3.76,0,-,
2913,ГЗУ-31 б п,1783943269.852,Running,Srp,30.488430494123595,30.027619112615305,,,-,
2914,ГЗУ-30б п,1783941728.332,Running,Srp,20.579644610508705,null,,,-,
2915,ГЗУ-30б п,1783943452.488,Running,Srp,4.686564520654304,4.683139745226224,,,-,
2918,ГЗУ-31 б п,1783942361.899,,Srp,15.987617587527714,16.02324130912122,,,-,
2919,ГЗУ-31 б п,1782352832.131,,Srp,null,null,,,-,
2920,ГЗУ-31 б п,1783942280.852,Running,Srp,31.62960844774287,31.71590168799484,,,-,
2921,ГЗУ-31 б п,1783936806.924,,Srp,5.642445581500747,7.189411635323993,,,-,
2922,ГЗУ-31 б п,1783942812.696,,Srp,3.0845520565880826,2.935042814791646,,,-,
2924,ГЗУ-31 б п,1783942057.358,Stop,Srp,15.403213615184166,15.629727522801739,,,-,
2925,ГЗУ-31 б п,1783943074.549,,Srp,37.38728066085848,28.37548193764832,,,-,
2926,ГЗУ-31 б п,1783941579.528,Stop,Srp,19.29055839802772,19.346044278023093,,,-,
2927,ГЗУ-31 б п,1783942579.539,Running,Srp,34.668191666121224,34.404825341376004,,,-,
2928,ГЗУ-31 б п,1783943127.875,Running,Pcp,0,27.803495917195207,1.74,42.8,-,
2929,ГЗУ-31 б п,1783943136.529,Stop,Pcp,0,0,0,0,-,
2931,ГЗУ-27 п,1783942210.9,Running,Pcp,3.449761272817409,3.739763465039211,,,-,
2934,ГЗУ-31 п,1783942965.458,Stop,Srp,10.50234612038075,10.192957485179875,,,-,
2935,ГЗУ-31 п,1783938286.06,Running,Srp,0.6637984532841752,0,,,-,
2938,ГЗУ-31 п,1783942296.355,Stop,Srp,18.935551944720004,18.591019912331596,,,-,
2941,ГЗУ-31 п,1783942803.933,,Pcp,61.03771881768522,59.496015885924855,,,-,
2943,ГЗУ-31 п,1783936603.927,,Pcp,98.96763694653214,null,,,-,
2946,ГЗУ-30б п,1783942520.754,,Srp,4.112961777683715,3.1753024608469262,,,-,
2948,ГЗУ-30б п,1783938174.356,Stop,Srp,0.18732131505305666,0,,,-,
2949,ГЗУ-30б п,1783936806.628,,Srp,10.764723429204823,10.783179626668444,,,-,
2950,ГЗУ-30б п,1783942203.293,,Srp,1.1085974542002863,0.40763790228304403,,,-,
2951,ГЗУ-31 п,1783939564.756,Stop,Srp,11.067121771311495,11.079072038833427,,,-,
2952,ГЗУ-31 п,1783942330.741,Stop,Srp,8.749147287929864,8.81785822103617,,,-,
2953,ГЗУ-31 п,1783943276.593,Running,Srp,12.586216574078593,12.379876234559433,,,-,
2955,ГЗУ-31 п,1783942453.013,Stop,Srp,21.941762987764584,21.86772735459257,,,-,
2956,ГЗУ-31 п,1783941547.493,Running,Srp,8.02612615739652,8.000578444786846,,,-,
2961,ГЗУ-31 п,1780040498.651,,Pcp,null,null,,,-,
2962,ГЗУ-31 п,1783942778.287,,Srp,38.9538314883991,39.232762433094024,,,-,
2963,ГЗУ-31 п,1783942556.48,Running,Pcp,20.866347368492953,19.876467777704377,13.43,42.3,81.77083333333334,
2964,ГЗУ-31 п,1783942614.241,Stop,Pcp,0,0,0,0,-,
2966,ГЗУ-33а п,1783941982.673,Running,Pcp,54.74199669537796,54.98984689797001,,,-,
2967,ГЗУ-30б п,1783942928.093,Running,Srp,11.765948104974354,11.537016772147007,,,-,
2968,ГЗУ-30б п,1783939684.189,Running,Srp,22.817524119439657,22.791395712218684,,,-,
2969,ГЗУ-30б п,1783942983.839,Stop,Srp,24.220471888943678,20.68153083753326,,,-,
2975,ГЗУ-31 п,1783942728.702,Stop,Srp,19.666032240821583,19.700312695189716,,,-,
2976,ГЗУ-31 п,1783942146.177,Stop,Srp,19.816517632961492,19.65759342314913,,,-,
2978,ГЗУ-31 п,1783942399.821,Running,Srp,1.559974732525187,1.5343659411039847,,,-,
2980,ГЗУ-30б п,1783937936.052,,Srp,28.919050723583894,null,,,-,
2981,ГЗУ-30б п,1783923467.622,,Srp,17.115135924062077,null,,,-,
2982,ГЗУ-30б п,1783942252.45,Running,Srp,17.181557552842474,15.570242486851463,,,-,
2984,ГЗУ-30б п,1783943354.756,Stop,Srp,0,null,,,-,
2986,ГЗУ-30б п,1783941732.174,,Srp,13.506490994292623,13.578804000000469,,,-,
2987,ГЗУ-30б п,1783942098.012,Running,Srp,10.449696489233531,10.500766943132984,,,-,
2989,ГЗУ-30б п,1783940752.808,,Srp,4.698899766538673,3.478240018335854,,,-,
2990,ГЗУ-30б п,1783912018.732,,Srp,16.080668150079973,null,,,-,
2991,ГЗУ-30б п,1783942532.23,,Srp,5.626850216340876,5.672568409818187,,,-,
2992,ГЗУ-30б п,1783943255.976,,Srp,9.079394703807289,8.722079159469365,,,-,
2993,ГЗУ-30б п,1783938711.968,,Srp,17.069762103937617,null,,,-,
2994,ГЗУ-30б п,1783938961.924,Running,Srp,12.788120513466712,null,,,-,
2995,ГЗУ-31 п,1783942830.111,,Srp,5.861328249586749,5.823183366021023,,,-,
2996,ГЗУ-31 п,1783942704.466,Stop,Srp,3.6936256353215287,3.0919486545735553,,,-,
2998,ГЗУ-31 п,1783943480.664,,Srp,2.742202231990929,2.7463570630959837,,,-,
3000,ГЗУ-12 ввг,1783940170.169,Running,Pcp,10.83758324058341,11.002696030437757,,,-,
3002,ГЗУ-12 ввг,1783942665.473,Stop,Srp,57.88707455400541,57.68894282012764,,,-,
3003,ГЗУ-12 ввг,1783942264.621,Stop,Srp,30.540758456210924,30.46303809236308,,,-,
3005,ГЗУ-12 ввг,1783942747.795,Running,Srp,21.424975989896,21.219670071693276,,,-,
3007,ГЗУ-1 ввг,1783939994.937,Stop,Pcp,11.789270275600233,11.854553169126378,,,-,
3008,ГЗУ-12 ввг,1780884026.573,Running,Pcp,null,null,,,-,
3009,ГЗУ-12 ввг,1783942359.538,Running,Pcp,19.56368589361067,19.08342813074366,,,-,
3033,ГЗУ-31 б п,1783942024.366,Running,Srp,11.972098505586887,12.07097256831039,,,-,
3040,ГЗУ-31 б п,1783303234.124,,Srp,null,null,,,-,
3068,ГЗУ-31а п,1783943318.344,Running,Pcp,8.93537978621468,8.903950242542601,1.67,46.2,-,
3069,ГЗУ-31а п,1783942474.342,Running,Pcp,20.66103762590947,19.99343208537752,1.8,40.1,-,
3177,ГЗУ-30б п,1783942791.488,Running,Srp,24.12676922759109,23.99851780208062,,,-,
3180,ГЗУ-30б п,1783943085.354,Running,Srp,37.68969055429179,37.75593170313537,,,-,
3183,ГЗУ-30б п,1783936806.722,,Srp,12.46577327753639,11.165331604415217,,,-,
3190,ГЗУ-31 п,1783942352.933,,Srp,8.76209074522003,8.779033710513579,,,-,
3191,ГЗУ-31 п,1783942660.176,,Srp,14.235554367628847,16.18735417968401,,,-,
3192,ГЗУ-31 п,1783941198.473,Stop,Srp,18.189116731090262,18.113978841674353,,,-,
