Название Скважины,ГЗУ,Связь,Статус работы,Тип Скважины,"Qж (факт), т/сут","Qж (4 часа), т/сут","Рлин, атм","Тлин, °C","Работа, ч",Комментарии
3412,ГЗУ-27а п,1783943007.634,Running,Pcp,19.55657143211268,19.547539061271273,,,-,
3413,ГЗУ-27а п,1783943395.88,Running,Srp,10.667456624739293,15.779130821343198,,,-,
3414,ГЗУ-27а п,1783942615.037,,Srp,0,0.5026170223280273,,,-,
3416,ГЗУ-31 п,1783940096.317,Running,Srp,14.947390831202886,14.977217139973119,,,-,
3419,ГЗУ-31 п,1783942694.158,Stop,Srp,37.319370551382015,37.390904062134425,,,-,
3420,ГЗУ-31 п,1783941053.281,,Srp,4.358040500937829,4.591801111523106,,,-,
3421,ГЗУ-31 п,1783943408.437,Stop,Srp,22.099658939360083,22.117282800469052,,,-,
3426,ГЗУ-27а п,1783943159.096,,Pcp,0.5882177842004268,0,,,-,
3427,ГЗУ-32 п,1783943287.927,Stop,Pcp,80.2945587683245,80.5531046529322,,,-,
3430,ГЗУ-27а п,1783942396.865,Stop,Srp,10.008083801423677,9.789844972981593,,,-,
3437,ГЗУ-32 п,1783940566.624,Running,Srp,17.860557976765136,17.813675907004544,,,-,
3438,ГЗУ-31 п,1783942423.73,Running,Srp,14.56366576240076,14.643773884047027,,,-,
3439,ГЗУ-27а п,1783943224.618,Running,Srp,9.553185347906615,9.384079166784812,,,-,
3440,ГЗУ-27а п,1783943226.445,Running,Pcp,11.6999279449444,12.029431893695067,,,-,
3446,ГЗУ-32 п,1783943222.517,Stop,Pcp,9.629713032790441,9.710200098225577,,,-,
3451,ГЗУ-32 п,1783943140.595,Running,Pcp,17.0107406583836,17.53792606566559,,,-,
3452,ГЗУ-30б п,1783936806.822,,Srp,0.5048815629424837,0.4956837938228659,,,-,
3460,ГЗУ-27а п,1783942718.044,Running,Srp,2.0950278663462125,2.3784618651255873,,,-,
3462,ГЗУ-32 п,1783942366.462,Running,Pcp,14.541634831316363,14.458248761958473,,,-,
3463,ГЗУ-32 п,1783942679.273,Running,Srp,22.173456748937834,17.75684856859038,,,-,
3465,ГЗУ-27а п,1783943022.212,Running,Pcp,8.489479334063963,8.639390022837631,,,-,
3467,ГЗУ-32 п,1783942459.533,,Srp,2.1047048453674475,1.3045118342749742,,,-,
3468,ГЗУ-31 б п,1783942357.929,,Srp,12.810227134949876,12.729525695256783,,,-,
3470,ГЗУ-32 п,1783942755.863,Stop,Srp,10.201513251740284,10.035644353049133,,,-,
3471,ГЗУ-32 п,1783942872.163,,Pcp,2.2475819900281078,2.3027781561391807,,,-,
3473,ГЗУ-32 п,1783389632.228,Stop,Pcp,null,null,,,-,
3481,ГЗУ-31 б п,1783943359.635,Stop,Srp,11.906944594340114,12.008669430403273,,,-,
3483,ГЗУ-31 б п,1783942355.463,Running,Srp,33.752601585756,33.74704781809189,,,-,
3494,ГЗУ-27 п,1783943334.259,,Srp,1.390486104161252,1.3422062755701973,,,-,
3495,ГЗУ-27 п,1783942647.053,Running,Srp,15.643516039777042,16.40499973225731,,,-,
3509,ГЗУ-30 п,1783936806.628,,Srp,7.475383516743024,7.443790750552286,,,-,
3511,ГЗУ-30 п,1782516472.044,,Srp,null,null,,,-,
3513,ГЗУ-30 п,1783941817.81,Running,Srp,32.26220581920054,32.17361847191636,,,-,
3514,ГЗУ-30 п,1783942726.393,Stop,Srp,5.779701025968159,5.669216608709781,,,-,
3515,ГЗУ-30 п,1783943364.999,Running,Srp,9.99476642081209,10.022467721004617,,,-,
3532,ГЗУ-30 п,1783936806.628,,Srp,11.102798894883477,10.986654621743048,,,-,
3536,ГЗУ-30 п,1783942881.235,,Srp,11.619313147748649,11.521209749773682,,,-,
3540,ГЗУ-30 п,1783940196.565,,Pcp,7.605695069126681,6.878032982741077,,,-,
3569,ГЗУ-18 птв,1783942749.461,,Pcp,12.926168096082494,12.921210794840055,,,-,
3571,ГЗУ-18 птв,1783943509.546,,Srp,17.180974478363005,16.93691247635281,,,-,
3575,ГЗУ-18 птв,1783942218.572,Running,Pcp,35.07598228052004,34.81648949454397,,,-,
3577,ГЗУ-18 птв,1783942515.116,Running,Pcp,26.139582427419832,26.064647241164522,,,-,
3586,ГЗУ-27 п,1783942666.078,Running,Srp,7.36415896232338,7.50607938735421,1.74,34.6,-,
3587,ГЗУ-27 п,1783942455.523,Running,Srp,2.597623656092061,3.0277408458680877,,,-,
3589,ГЗУ-27 п,1783939976.883,Running,Srp,14.198152189377204,13.845804233405635,,,-,
3592,ГЗУ-27 п,1783942445.163,,Srp,10.226737427378666,11.15185338085603,,,-,
3593,ГЗУ-27 п,1783943389.776,,Srp,3.009560810481836,2.8891760251332452,,,-,
3597,ГЗУ-27 п,1783939939.939,,Srp,6.7348053183528895,6.682429352878478,,,-,
3601,ГЗУ-30 п,1783940394.437,,Srp,null,null,,,-,
3607,ГЗУ-30 п,1783943353.024,,Srp,8.329626696926596,8.341748229141642,,,-,
3621,ГЗУ-31а п,1783940758.771,Running,Srp,11.559804229036608,11.798146400351056,,,-,
3622,ГЗУ-31а п,1783942908.754,,Srp,10.297509717118407,9.817080976034408,,,-,
3623,ГЗУ-31а п,1774411723.859,,Srp,null,null,,,-,
3631,ГЗУ-31а п,1783942841.912,Stop,Pcp,54.50457259679273,54.64440084160043,,,-,
3637,ГЗУ-31а п,1783942858.092,Stop,Srp,20.791404015910512,22.566610154007954,,,-,
3640,ГЗУ-31а п,1776218445.474,Running,Pcp,null,null,2.08,10.3,77.6061776061776,
3642,ГЗУ-31 б п,1783487977.603,Running,Srp,null,null,0.21,25.8,0,
3643,ГЗУ-31 б п,1783939441.516,Stop,Srp,15.73067591592018,15.826685962002204,,,-,
3644,ГЗУ-31 б п,1783943269.934,,Pcp,1.4815702128693713,7.096780429986664,,,-,
3656,ГЗУ-31 б п,1783942023.894,,Srp,14.070956944428046,14.299696129142147,,,-,
3657,ГЗУ-31 б п,1783942893.931,Running,Srp,18.352068547795316,18.357341807746458,,,-,
3660,ГЗУ-32 п,1783943394.213,Running,Srp,10.4084390846606,7.775067776448361,,,-,
3661,ГЗУ-32 п,1783942887.076,Stop,Srp,48.42065583180958,49.621856952360176,,,-,
3662,ГЗУ-32 п,1783942371.074,Running,Pcp,0.5785128305255429,0.5684310107750429,,,-,
3663,ГЗУ-32 п,1783078054.985,,Srp,null,null,,,-,
3664,ГЗУ-32 п,1783942173.719,Stop,Srp,1.9605040667772895,1.9605382574552233,,,-,
3665,ГЗУ-31 б п,1783941282.199,Running,Srp,16.648694088849837,16.671369890440523,,,-,
3677,ГЗУ-30б п,1783940769.378,,Pcp,0.4930839343309844,0.4933748477140142,,,-,
3679,ГЗУ-31 б п,1783942694.106,Running,Pcp,13.348575635511475,13.028572491535465,,,-,
3681,ГЗУ-31 б п,1783941624.502,,Srp,0,0,,,-,
3682,ГЗУ-31 б п,1783942914.419,,Pcp,7.58002513706457,null,,,-,
3683,ГЗУ-27 п,1783943179.794,Running,Srp,20.844227620005373,20.845628067912894,,,-,
3684,ГЗУ-30 п,1783942462.252,,Srp,9.867813610733933,9.840834774457075,,,-,
3685,ГЗУ-30 п,1783921376.13,,Srp,13.523594215579223,null,,,-,
3686,ГЗУ-27 п,1783943041.549,Stop,Srp,25.949816648007044,26.127862975833885,,,-,
3687,ГЗУ-30а п,1783941189.607,,Srp,16.56875303364221,16.605419106559204,,,-,
3688,ГЗУ-30а п,1783936807.424,,Srp,8.329947787167715,8.186605245185232,,,-,
3689,ГЗУ-30а п,1783943246.768,,Pcp,6.269466676597696,5.652788108773952,,,-,
3690,ГЗУ-31 б п,1783936806.828,,Srp,20.621856104817752,20.531537484882453,,,-,
3692,ГЗУ-31 б п,1783943138.504,Running,Srp,23.902887660110544,23.618345309566692,,,-,
3699,ГЗУ-27а п,1783942345.756,Running,Srp,17.167989248018984,17.10753275813035,,,-,
3706,ГЗУ-30б п,1783943373.4,,Srp,0,0,,,-,
3708,ГЗУ-31 п,1783931081.943,Running,Srp,32.31134498814324,null,,,-,
3711,ГЗУ-32 п,1783942490.204,,Srp,1.2973338465613904,2.2269429311613695,,,-,
3712,ГЗУ-32 п,1783938954.325,Stop,Srp,18.045808496225163,18.164651795528,,,-,
3714,ГЗУ-32 п,1783216833.426,Running,Srp,null,null,,,-,
3715,ГЗУ-32 п,1783942364.565,Stop,Srp,12.870313597157223,12.675120709890201,,,-,
3716,ГЗУ-31 п,1783943300.361,Running,Pcp,10.923278568242893,10.957534947592917,,,-,
3717,ГЗУ-31 п,1783943512.456,Running,Srp,29.024127908836824,28.99615997884542,,,-,
3722,ГЗУ-30б п,1783939165.678,,Pcp,5.855193896210284,5.903728687229621,,,-,
3723,ГЗУ-30б п,1783942790.659,,Pcp,2.6994754171206243,null,,,-,
3724,ГЗУ-30б п,1783936806.828,,Srp,23.43870323621624,23.389022473193386,,,-,
3725,ГЗУ-30б п,1783942312.91,,Srp,5.062871086184748,4.8826609520847,,,-,
3728,ГЗУ-30б п,1783941776.055,Running,Pcp,null,24.404352835888414,,,-,
3729,ГЗУ-30б п,1781143235.971,,Pcp,null,null,,,-,
3730,ГЗУ-31 п,1783938469.073,Stop,Srp,44.38879139662536,44.40153109519607,,,-,
3731,ГЗУ-31 п,1783943503.19,Stop,Srp,19.32689075863161,19.185354354528712,,,-,
3732,ГЗУ-31 п,1783942851.815,Stop,Srp,3.3267364751071677,3.2047000771216534,,,-,
3733,ГЗУ-31 п,1783942980.313,Stop,Srp,5.3325846618208885,5.563750614667463,,,-,
3734,ГЗУ-31 п,1783943351.03,,Srp,2.996402383415149,2.46207473436824,,,-,
3735,ГЗУ-32 п,1783943013.282,Stop,Srp,27.66153630337676,27.609658981033395,,,-,
3736,ГЗУ-32 п,1783943204.939,Running,Srp,34.54423800785608,34.09530324846598,,,-,
3737,ГЗУ-32 п,1783942468.741,Stop,Srp,33.49828254257691,33.30003739134028,,,-,
3738,ГЗУ-32 п,1782626041.14,Stop,Srp,null,null,,,-,
3739,ГЗУ-32 п,1783942815.602,,Srp,4.300104542176615,4.417222223149264,,,-,
3740,ГЗУ-32 п,1783943355.68,Stop,Srp,21.40650193622336,21.578992017846634,,,-,
3741,ГЗУ-32 п,1783943105.96,Running,Srp,17.02615857513784,18.07395747684379,,,-,
3742,ГЗУ-31 п,1783942769.784,Stop,Srp,24.252766407961683,23.985671050686424,,,-,
3743,ГЗУ-31 п,1783419270.51,Running,Srp,null,null,,,-,
3744,ГЗУ-31 п,1777255236.218,Running,Pcp,null,null,,,-,
3758,ГЗУ-31 п,1783943308.264,Stop,Srp,16.2461663536477,16.332286078410768,,,-,
3759,ГЗУ-31 п,1783941205.458,,Srp,7.799519967919502,7.912117566138413,,,-,
3761,ГЗУ-31 п,1783943393.03,Stop,Pcp,0.8724973159518151,2.5408447900442024,,,-,
3762,ГЗУ-31 п,1783922443.213,,Srp,22.591473525765775,null,,,-,
3764,ГЗУ-31 п,1782439228.158,Running,Pcp,null,null,,,-,
3769,ГЗУ-30б п,1783942145.958,Stop,Pcp,25.763187110386898,25.768778043742255,,,-,
3770,ГЗУ-30б п,1783943316.725,,Pcp,8.043264428507909,8.103348995315079,,,-,
3771,ГЗУ-30б п,1783936807.321,Running,Srp,35.449113642309165,31.66905360478945,,,-,
3772,ГЗУ-30 п,1783908036.229,Running,Srp,7.913686218813459,null,,,-,
3774,ГЗУ-30б п,1783938328.461,,Pcp,18.988176031878048,null,,,-,
3777,ГЗУ-30б п,1783941352.127,,Pcp,2.070555974161758,2.013805095645325,,,-,
3778,ГЗУ-30б п,1783936806.722,,Srp,10.736787204132863,6.284078179579383,,,-,
3789,ГЗУ-33 п,1783942641.168,Running,Srp,24.49529315518695,24.116552705636288,,,-,
3790,ГЗУ-33 п,1783943011.974,Stop,Srp,15.495282521091328,15.41517502756733,,,-,
3791,ГЗУ-33 п,1783937514.123,Stop,Srp,4.70058933265669,null,,,-,
3804,ГЗУ-33 п,1783942144.056,Stop,Srp,26.530069889093543,26.577555316073322,,,-,
3807,ГЗУ-33 п,1783943430.813,,Pcp,4.4323543845692885,4.454083521457696,,,-,
3815,ГЗУ-12 ввг,1783943068.725,Stop,Srp,45.51929826361853,45.49308993031386,,,-,
3817,ГЗУ-12 ввг,1783942854.654,,Pcp,31.247885520160946,31.431731723944132,,,-,
3818,ГЗУ-1 ввг,1783943350.483,Stop,Pcp,46.73670910022922,46.13919610200106,,,-,
3820,ГЗУ-12 ввг,1783943225.96,Running,Pcp,13.18102691365511,13.269890825612137,,,-,
3823,ГЗУ-12 ввг,1782784837.839,Stop,Pcp,null,null,,,-,
3842,ГЗУ-33 п,1783942143.923,Running,Pcp,23.759594815051923,23.75582604536879,,,-,
3845,ГЗУ-33 п,1783943174.797,,Srp,21.426565836658455,22.319932853325593,,,-,
3850,ГЗУ-34 п,1783937020.96,Running,Pcp,null,69.58379309866515,,,-,
3854,ГЗУ-34 п,1783942634.555,Running,Pcp,41.28486033737344,41.399254125030964,,,-,
3859,ГЗУ-33 п,1780797638.041,Stop,Srp,null,null,,,-,
3860,ГЗУ-33 п,1783942849.936,Running,Pcp,1.7422987076925982,1.7075136716164312,,,-,
3863,ГЗУ-33 п,1783939967.793,,Srp,1.7547457612442707,2.0921949021608754,,,-,
3876,ГЗУ-10 птв,1783943010.202,Running,Pcp,5.606590775700564,5.4152178084950995,,,-,
3879,ГЗУ-10 птв,1783940899.98,Running,Pcp,70.58603736477717,70.45507603856552,,,-,
3880,ГЗУ-10 птв,1783939078.878,,Pcp,2.909498797892771,2.786690178591645,,,-,
3901,ГЗУ-33 п,1783942125.145,Stop,Srp,24.346219758603066,24.82717374688767,,,-,
3902,ГЗУ-33 п,1783940524.076,Stop,Srp,15.870183010433554,15.931276781819689,,,-,
3908,ГЗУ-33 п,1783943021.995,,Pcp,24.08683256256158,24.1836673341348,,,-,
3920,ГЗУ-33 п,1783908037.02,Running,Srp,0,null,,,-,
3922,ГЗУ-33 п,1783421177.921,,Pcp,null,null,,,-,
3925,ГЗУ-33 п,1783943437.641,Running,Srp,34.313746643310274,34.29456415255259,,,-,
3928,ГЗУ-33 п,1783942901.773,Stop,Pcp,13.986408972348055,13.930830312483753,,,-,
3929,ГЗУ-33 п,1777970413.335,Running,Pcp,null,null,,,-,
3930,ГЗУ-18 птв (нов),1783943320.472,,Pcp,52.8523393640915,52.87691297982587,,,-,
3931,ГЗУ-33а п,1783942519.05,Running,Pcp,32.84794489428251,32.37081871630118,,,-,
3933,ГЗУ-33а п,1780229854.849,,Pcp,null,null,,,-,
3934,ГЗУ-34 п,1783943172.862,Running,Pcp,97.63924676578141,97.58066067402895,,,-,
3935,ГЗУ-33а п,1783941436.013,Running,Srp,44.8726462793905,44.82114716131042,,,-,
3936,ГЗУ-34 п,1783943348.943,Running,Pcp,75.07723129460419,74.97344705125518,,,-,
3940,ГЗУ-34 п,1783941704.06,,Srp,26.220040483951813,55.99648267487099,,,-,
3941,ГЗУ-34 п,1783939809.749,,Pcp,98.28886594205467,97.4350912447202,,,-,
3944,ГЗУ-10 птв,1783910724.843,Running,Pcp,null,null,,,-,
3945,ГЗУ-10 птв,1783942883.254,Running,Pcp,72.3064041260544,72.19743725686585,,,-,
3947,ГЗУ-33 п,1783943122.519,Running,Srp,0,0,,,-,
3956,ГЗУ-33 п,1782036727.904,Running,Srp,null,null,,,-,
3971,ГЗУ-33а п,1783942713.817,Running,Pcp,17.959495980355822,18.17651756976041,,,-,
3972,ГЗУ-33а п,1783942529.072,Running,Pcp,36.78361404316219,36.761430286716376,,,-,
3973,ГЗУ-1 ввг,1783941716.547,Stop,Srp,18.810136247866474,17.84293353855201,,,-,
3975,ГЗУ-27 п,1783943251.097,,Srp,22.772181450590526,23.41132283196686,,,-,
3976,ГЗУ-27 п,1783940857.535,,Srp,4.1776072630937735,3.971922585464211,,,-,
3977,ГЗУ-30 п,1783940423.82,,Srp,20.587451868021756,null,,,-,
3978,ГЗУ-30 п,1783942804.269,Running,Srp,27.583500525414166,27.79277461041294,,,-,
3981,ГЗУ-30 п,1783942957.024,Stop,Srp,13.385393613987002,13.288331495568382,,,-,
3982,ГЗУ-30 п,1783941468.875,,Srp,5.963999446117516,null,,,-,
3983,ГЗУ-30 п,1783943228.428,Running,Srp,7.2717214113509785,7.1912840454213836,,,-,
3984,ГЗУ-30 п,1783941128.256,Stop,Srp,11.935383867082306,8.633895450534174,,,-,
3987,ГЗУ-30 п,1783942340.429,,Srp,48.57498303372549,49.22068510021263,,,-,
3988,ГЗУ-30 п,1783942674.139,Running,Srp,0.0007430361715167336,0,,,-,
3989,ГЗУ-30 п,1783940745.662,,Srp,27.33106480642237,27.433451907814074,,,-,
3990,ГЗУ-31а п,1783943367.869,Stop,Srp,9.469981807421275,9.600924708975977,,,-,
3996,ГЗУ-31 б п,1783911679.942,Running,Srp,null,null,2.2,23.6,0,
4000,ГЗУ-12 ввг,1783913453.263,Stop,Pcp,62.4090684141766,null,,,-,
4001,ГЗУ-12 ввг,1783942774.6,Stop,Pcp,35.05977245082743,35.23047364735985,,,-,
4002,ГЗУ-12 ввг,1782037564.997,Running,Pcp,null,null,,,-,
4003,ГЗУ-12 ввг,1782036345.266,Stop,Pcp,null,null,,,-,
4004,ГЗУ-12 ввг,1783942474.705,,Pcp,60.171638029794366,60.142285398729015,,,-,
4006,ГЗУ-12 ввг,1783942288.985,Running,Pcp,87.16371679934063,87.21051659070517,,,-,
4007,ГЗУ-12 ввг,1783919710.807,Stop,Pcp,null,null,,,-,
4011,ГЗУ-12 ввг,1777971820.548,Running,Pcp,null,null,,,-,
4014,ГЗУ-12 ввг,1778292036.72,Running,Pcp,null,null,,,-,
4015,ГЗУ-12 ввг,1783562435.457,Running,Pcp,null,null,,,-,
4016,ГЗУ-12 ввг,1777970419.997,,Pcp,null,null,,,-,
4017,ГЗУ-12 ввг,1783940309.756,Stop,Pcp,4.440664027185663,4.425461066135458,,,-,
4018,ГЗУ-12 ввг,1783942338.581,Stop,Pcp,53.09824496179261,53.0271847012706,,,-,
4019,ГЗУ-12 ввг,1783940544.251,Running,Pcp,30.34968770371269,30.159302367120354,,,-,
4020,ГЗУ-12а ввг,1778292037.322,Stop,Pcp,null,null,,,-,
4021,ГЗУ-12 ввг,1778737424.831,Stop,Pcp,null,null,,,-,
4022,ГЗУ-12 ввг,1783943169.906,Stop,Pcp,22.555868309911542,22.610797490073935,,,-,
4023,ГЗУ-12 ввг,1783942759.466,Stop,Pcp,33.616698293135926,34.293079350518084,,,-,
4024,ГЗУ-12 ввг,1783942384.067,Running,Pcp,4.423583756331128,4.581955933010674,,,-,
4026,ГЗУ-12а ввг,1783943234.812,Running,Pcp,87.4450419482692,88.22569441508693,,,-,
4033,ГЗУ-12 ввг,1783936807.528,Stop,Pcp,17.564185096373564,17.318624753537332,,,-,
4035,ГЗУ-12 ввг,1783943140.482,Running,Pcp,22.690794945014552,22.882557437841974,,,-,
4036,ГЗУ-12 ввг,1783942541.393,Stop,Pcp,49.244462443245666,49.38134748730785,,,-,
4037,ГЗУ-12 ввг,1783939336.783,Stop,Srp,56.76868900149814,56.57136537958115,,,-,
4040,ГЗУ-12 ввг,1783943504.618,Running,Pcp,2.7772743763029055,0,,,-,
4044,ГЗУ-5 ввг,1783942546.542,Stop,Pcp,44.227312768147314,44.43235980651323,,,-,
4046,ГЗУ-1 ввг,1783821632.051,Running,Pcp,null,null,,,-,
4061,ГЗУ-5 ввг,1783943006.679,Stop,Pcp,18.940378486745033,18.99734920308625,,,-,
4064,ГЗУ-5 ввг,1778896837.444,Running,Pcp,null,null,,,-,
4072,ГЗУ-5 ввг,1783942790.562,Stop,Pcp,22.43259768218868,22.42429120385977,,,-,
4074,ГЗУ-5 ввг,1783943406.122,Stop,Pcp,18.191955299317463,18.262519088848812,,,-,
4075,ГЗУ-5 ввг,1783942660.435,Running,Srp,17.094067898735688,17.12964712170684,,,-,
4079,ГЗУ-5 ввг,1783940454.784,Stop,Pcp,32.04570506937748,32.04635432651851,,,-,
4094,ГЗУ-12а ввг,1783940361.361,,Srp,63.783194518937734,63.04709516451788,,,-,
4095,ГЗУ-12 ввг,1783943377.729,Stop,Pcp,36.2988760526442,36.10819335920916,,,-,
4096,ГЗУ-12 ввг,1783942336.926,Running,Pcp,22.446694932596678,23.346770591862203,,,-,
4099,ГЗУ-12 ввг,1783941500.005,Stop,Pcp,34.44273981033601,34.58833595019092,,,-,
4100,ГЗУ-12 ввг,1783942061.159,Stop,Pcp,29.691102055106654,29.695031593271707,,,-,
4103,ГЗУ-12 ввг,1778737618.442,Stop,Pcp,null,null,,,-,
4104,ГЗУ-12 ввг,1783942525.35,Stop,Pcp,26.357798046230347,26.35363632723995,,,-,
4108,ГЗУ-12 ввг,1783939302.644,Stop,Srp,31.92838629163717,null,,,-,
4112,ГЗУ-12 ввг,1783943502.973,Stop,Pcp,58.96997488400675,60.81119684179681,,,-,
4120,ГЗУ-12а ввг,1783943122.664,Stop,Pcp,30.980656246381734,29.395102951416334,,,-,
4124,ГЗУ-12а ввг,1783943384.477,Stop,Srp,10.866138232630774,12.573412988891091,,,-,
4128,ГЗУ-12а ввг,1783942947.478,Stop,Srp,40.04891052153632,40.17634030601046,,,-,
4130,ГЗУ-12а ввг,1783943432.099,Running,Srp,25.480476364649753,27.345183560258818,,,-,
4135,ГЗУ-12а ввг,1783941727.077,Running,Pcp,19.83287484514318,19.774678361386627,,,-,
4136,ГЗУ-12а ввг,1783943382.358,Stop,Pcp,26.670104486752173,26.894753927625644,,,-,
4137,ГЗУ-12 ввг,1783942415.743,Stop,Pcp,29.440668575361137,29.338920166789297,,,-,
4140,ГЗУ-12 ввг,1783943243.757,Stop,Pcp,40.37638530437591,40.25838142396446,,,-,
4157,ГЗУ-12а ввг,1783936807.823,Stop,Pcp,0,0,,,-,
4158,ГЗУ-12 ввг,1783942818.982,Running,Srp,37.4941182177116,37.7866666488252,,,-,
4173,ГЗУ-12а ввг,1783943479.938,Stop,Pcp,19.915363257784197,19.00343930519859,,,-,
4180,ГЗУ-12а ввг,1783942965.563,Running,Pcp,19.80233850533728,19.670442631044104,,,-,
4182,ГЗУ-12а ввг,1783937801.545,Running,Pcp,39.14645474288928,39.53995630459397,,,-,
4184,ГЗУ-12а ввг,1783941142.982,Running,Srp,21.917342143386342,23.466736624261273,,,-,
4186,ГЗУ-12а ввг,1783942556.449,,Pcp,30.39795226170739,25.895087519616297,,,-,
4192,ГЗУ-12 ввг,1782007240.531,Stop,Srp,null,null,,,-,
4194,ГЗУ-12 ввг,1783943328.297,Stop,Pcp,12.167752030468474,12.064692787785685,,,-,
4197,ГЗУ-12 ввг,1783940822.652,Stop,Pcp,9.235237996075071,9.218636526196237,,,-,
4208,ГЗУ-12 ввг,1783942160.18,Running,Pcp,25.015213671978934,25.027815430231144,,,-,
4209,ГЗУ-12 ввг,1783939282.22,Stop,Pcp,31.74024239133863,31.71076489469271,,,-,
4223,ГЗУ-30 п,1783942702.185,,Srp,0.010022010514114664,0.010109504683065483,,,-,
4224,ГЗУ-34 п,1783942521.926,Running,Pcp,48.49376687554032,48.56869187535349,,,-,
4227,ГЗУ-33а п,1783941412.191,Running,Pcp,12.7900762267434,12.581496538792774,,,-,
4229,ГЗУ-33 п,1783942642.657,,Pcp,31.45272236153109,31.847416552749092,,,-,
4230,ГЗУ-33а п,1783943273.137,Running,Pcp,4.608332309327662,4.5337260157279315,,,-,
4233,ГЗУ-33 п,1774272744.585,Running,Pcp,null,null,,,-,
4234,ГЗУ-33а п,1783941941.32,,Pcp,23.776236031318977,23.928021357257958,,,-,
4249,ГЗУ-11 птв,1773563071.999,Stop,Pcp,null,null,,,-,
4277,ГЗУ-27 п,1783942452.463,,Srp,3.44779882804586,3.6046159737830177,,,-,
4279,ГЗУ-27 п,1783943290.045,Running,Srp,10.467950332127842,10.487323705679165,,,-,
4285,ГЗУ-30а п,1783943062.578,Stop,Pcp,29.13839926270948,29.082348941363854,,,-,
4287,ГЗУ-27 п,1783942748.456,,Srp,0.00047907071313933264,0.00047856578009270725,,,-,
4289,ГЗУ-30а п,1783943500.29,,Srp,27.363991237745662,27.172923100649278,,,-,
4291,ГЗУ-30а п,1778119244.221,,Srp,null,null,,,-,
4294,ГЗУ-30а п,1783942987.016,,Srp,14.275844509639443,12.883393947244254,,,-,
4295,ГЗУ-30а п,1783943157.49,Running,Srp,24.842557166621706,24.927970797774194,,,-,
4321,ГЗУ-31 п,1783943086.093,Stop,Srp,20.67568510008241,20.188835207854748,,,-,
4322,ГЗУ-31 п,1774415414.801,Stop,Srp,null,null,,,-,
4323,ГЗУ-31 п,1783942694.404,Stop,Srp,16.265204183815634,16.28516781419173,,,-,
4324,ГЗУ-31 п,1783943213.704,Stop,Srp,20.827011155375914,20.875198027096474,,,-,
4326,ГЗУ-31 п,1783943059.391,,Pcp,4.435879453206873,4.007244505183183,,,-,
4327,ГЗУ-31 п,1783942734.401,Running,Srp,20.45120216801171,20.179373295132184,,,-,
4328,ГЗУ-31 п,1783942681.662,,Srp,0,0,,,-,
4329,ГЗУ-31 п,1783942492.858,Running,Pcp,27.05377696753274,26.944907248276134,,,-,
4331,ГЗУ-27 п,1783943438.079,,Srp,14.11766021507182,14.22887810193489,,,-,
4333,ГЗУ-31 п,1783943383.076,Stop,Srp,14.125061808816698,14.262026707551563,,,-,
4335,ГЗУ-31 п,1783941437.207,Running,Srp,14.452625428025481,14.409470409174974,,,-,
4338,ГЗУ-31 п,1783942907.897,Running,Srp,34.50255092011279,34.2729773091589,,,-,
4339,ГЗУ-31 п,1783943326.447,Stop,Srp,12.724417351935704,16.70393581236577,,,-,
4347,ГЗУ-9 птв,1783943150.099,Running,Srp,20.08871901457942,19.772571562322344,,,-,
4369,ГЗУ-17 птв,1783940418.584,Running,Pcp,2.679089710297464,2.613588974807169,,,-,
4380,ГЗУ-25 птв,1783942950.413,Running,Pcp,12.874229233536047,12.910365871381364,,,-,
4382,ГЗУ-27 п,1783942865.825,Running,Pcp,49.17304033193705,49.07508293892671,,,-,
4384,ГЗУ-27 п,1783942700.328,Running,Pcp,57.22515079261745,58.43008287402737,,,-,
4385,ГЗУ-27 п,1783942540.025,,Srp,8.33660498676277,8.016585064915319,,,-,
4386,ГЗУ-27 п,1783389632.825,Running,Pcp,null,null,,,-,
4396,ГЗУ-27а п,1783942658.663,,Pcp,15.679900209494013,15.366005128601799,,,-,
4400,ГЗУ-27а п,1783942480.481,Stop,Pcp,6.320534561292085,6.353021474300563,,,-,
4402,ГЗУ-27а п,1783942424.642,Running,Srp,19.579028927262467,19.57602405286942,,,-,
4406,ГЗУ-27а п,1783942357.465,Running,Srp,7.766247399505736,7.800484647992954,,,-,
4408,ГЗУ-32 п,1783942685.864,,Srp,12.077675905137456,11.855949570088407,,,-,
4411,ГЗУ-27а п,1782007239.331,,Pcp,null,null,,,-,
4418,ГЗУ-32 п,1783940468.834,Running,Srp,24.227459705377925,24.252260661737964,,,-,
4424,ГЗУ-32а п,1783942437.145,Running,Srp,28.20622657994375,22.991870791794966,,,-,
4457,ГЗУ-25 птв,1783943013.672,Stop,Srp,13.02561952799738,13.074442995493559,,,-,
4461,ГЗУ-32 п,1783942680.951,Running,Pcp,91.17051981137257,90.80414944370158,,,-,
4462,ГЗУ-32 п,1783070897.394,Running,Srp,null,null,,,-,
4464,ГЗУ-32 п,1783940301.064,Running,Srp,27.486276593791008,26.123330275211337,,,-,
4465,ГЗУ-32 п,1783943520.857,Stop,Pcp,35.31847329210121,35.36344392180065,,,-,
4466,ГЗУ-32 п,1783941919.45,,Pcp,54.62867287316703,53.88792690402673,,,-,
4467,ГЗУ-32 п,1783942048.274,Stop,Pcp,5.644963917803347,5.767152091409997,,,-,
